timestamp,symbol,price
2026-02-25 22:38:13,bitcoin,68717.0
2026-02-25 22:38:13,ethereum,2073.97
2026-02-25 22:38:13,solana,88.65
2026-02-25 22:38:13,cardano,0.298698
2026-02-25 22:39:17,bitcoin,68716.0
2026-02-25 22:39:17,ethereum,2076.62
2026-02-25 22:39:17,solana,88.7
2026-02-25 22:39:17,cardano,0.298818
